Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90
1501,Victor Lindelöf,se SWE,DFMF,DF,Aston Villa,eng Premier League,31,1994,17,11,948,10.5,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09
1502,Jesper Lindstrøm,dk DEN,MF,MF,Wolfsburg,de Bundesliga,25,2000,13,4,379,4.2,0,0,0,0,0,0,2,0,0,0,0,0,0
1503,Luca Lipani,it ITA,MF,MF,Sassuolo,it Serie A,20,2005,24,10,1034,11.5,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09
1504,Pol Lirola,es ESP,MF,MF,Hellas Verona,it Serie A,27,1997,6,3,305,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0
1505,Pol Lirola,es ESP,DFMF,DF,Marseille,fr Ligue 1,27,1997,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,Adrián Liso,es ESP,FWMF,FW,Getafe,es La Liga,20,2005,28,21,1702,18.9,3,0,3,3,0,0,5,1,0.16,0,0.16,0.16,0.16
1507,Joseph Liteta,zm ZAM,MF,MF,Cagliari,it Serie A,19,2006,4,4,264,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Tino Livramento,eng ENG,DF,DF,Newcastle,eng Premier League,22,2002,17,14,1328,14.8,0,1,1,0,0,0,1,0,0,0.07,0.07,0,0.07
1509,Marin Ljubicic,hr CRO,FW,FW,Union Berlin,de Bundesliga,23,2002,2,0,22,0.2,2,0,2,2,0,0,0,0,8.18,0,8.18,8.18,8.18
1510,Javier Llabrés,es ESP,MF,MF,Mallorca,es La Liga,22,2002,16,1,187,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,Diego Llorente,es ESP,DF,DF,Real Betis,es La Liga,31,1993,18,14,1229,13.7,1,0,1,1,0,0,5,0,0.07,0,0.07,0.07,0.07
1512,Marcos Llorente,es ESP,DFMF,DF,Atlético Madrid,es La Liga,30,1995,29,25,2181,24.2,0,4,4,0,0,0,7,1,0,0.17,0.17,0,0.17
1513,Gautier Lloris,fr FRA,DF,DF,Le Havre,fr Ligue 1,30,1995,29,28,2398,26.6,1,1,2,1,0,0,2,1,0.04,0.04,0.08,0.04,0.08
1514,Giovani Lo Celso,ar ARG,MF,MF,Real Betis,es La Liga,29,1996,24,15,1393,15.5,2,3,5,2,0,0,4,0,0.13,0.19,0.32,0.13,0.32
1515,Danny Loader,cm CMR,MFFW,MF,Auxerre,fr Ligue 1,24,2000,30,29,2517,28,3,3,6,3,0,0,9,0,0.11,0.11,0.21,0.11,0.21
1516,Stanislav Lobotka,sk SVK,MF,MF,Napoli,it Serie A,30,1994,32,29,2431,27,1,1,2,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07
1517,Manuel Locatelli,it ITA,MF,MF,Juventus,it Serie A,27,1998,36,36,2994,33.3,1,2,3,1,0,1,9,0,0.03,0.06,0.09,0.03,0.09
1518,Bradley Locko,fr FRA,DF,DF,Brest,fr Ligue 1,23,2002,21,14,1286,14.3,0,2,2,0,0,0,0,0,0,0.14,0.14,0,0.14
1519,Ruben Loftus-Cheek,eng ENG,MFFW,MF,Milan,it Serie A,29,1996,28,12,1133,12.6,3,1,4,3,0,0,2,0,0.24,0.08,0.32,0.24,0.32
1520,Sean Longstaff,eng ENG,MF,MF,Leeds United,eng Premier League,27,1997,23,10,1011,11.2,2,2,4,2,0,0,2,0,0.18,0.18,0.36,0.18,0.36
1521,Ademola Lookman,ng NGA,FWMF,FW,Atalanta,it Serie A,27,1997,12,9,795,8.8,2,0,2,2,0,0,0,0,0.23,0,0.23,0.23,0.23
1522,Ademola Lookman,ng NGA,FWMF,FW,Atlético Madrid,es La Liga,27,1997,12,9,617,6.9,4,0,4,3,1,1,1,0,0.58,0,0.58,0.44,0.44
1523,Anthony Lopes,pt POR,GK,GK,Nantes,fr Ligue 1,34,1990,31,31,2788,31,0,0,0,0,0,0,4,0,0,0,0,0,0
1524,David López,es ESP,DF,DF,Girona,es La Liga,35,1989,6,3,293,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,David López,es ESP,DF,DF,Mallorca,es La Liga,22,2003,14,9,837,9.3,0,0,0,0,0,0,2,0,0,0,0,0,0
1526,Diego López,es ESP,MFFW,MF,Valencia,es La Liga,23,2002,34,20,1762,19.6,4,1,5,4,0,0,2,0,0.2,0.05,0.26,0.2,0.26
1527,Fer López,es ESP,MF,MF,Wolves,eng Premier League,21,2004,9,2,235,2.6,0,1,1,0,0,0,1,0,0,0.38,0.38,0,0.38
1528,Fer López,es ESP,MFFW,MF,Celta Vigo,es La Liga,21,2004,17,13,1170,13,1,1,2,1,0,0,3,0,0.08,0.08,0.15,0.08,0.15
1529,Fermin López,es ESP,MF,MF,Barcelona,es La Liga,22,2003,30,19,1797,20,6,9,15,6,0,0,3,0,0.3,0.45,0.75,0.3,0.75
1530,Hugo López,es ESP,MF,MF,Villarreal,es La Liga,18,2007,2,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,Javi López,es ESP,DF,DF,Oviedo,es La Liga,23,2002,25,20,1711,19,0,1,1,0,0,0,3,1,0,0.05,0.05,0,0.05
1532,Julien López,dz ALG,FWMF,FW,Paris FC,fr Ligue 1,33,1992,5,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,Maxime Lopez,fr FRA,MF,MF,Paris FC,fr Ligue 1,27,1997,26,22,1960,21.8,0,3,3,0,0,0,11,0,0,0.14,0.14,0,0.14
1534,Pau López,es ESP,GK,GK,Real Betis,es La Liga,30,1994,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0
1535,Unai López,es ESP,MF,MF,Rayo Vallecano,es La Liga,29,1995,28,19,1612,17.9,0,4,4,0,0,0,8,1,0,0.22,0.22,0,0.22
1536,Dachi Lordkipanidze,ge GEO,MF,MF,Cremonese,it Serie A,20,2005,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,Lorran,br BRA,FW,FW,Pisa,it Serie A,19,2006,9,0,122,1.4,1,0,1,1,0,0,0,0,0.74,0,0.74,0.74,0.74
1538,Iker Losada,es ESP,MF,MF,Levante,es La Liga,23,2001,23,10,902,10,3,1,4,3,0,0,1,0,0.3,0.1,0.4,0.3,0.4
1539,Simone Lottici Tessadri,it ITA,MF,MF,Cremonese,it Serie A,19,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,Tom Louchet,fr FRA,MF,MF,Nice,fr Ligue 1,22,2003,27,14,1367,15.2,3,2,5,3,0,0,1,1,0.2,0.13,0.33,0.2,0.33
1541,Marius Louer,fr FRA,DF,DF,Angers,fr Ligue 1,18,2007,9,6,543,6,0,0,0,0,0,0,1,0,0,0,0,0,0
1542,Sandi Lovrić,si SVN,MF,MF,Udinese,it Serie A,27,1998,6,1,161,1.8,0,1,1,0,0,0,1,0,0,0.56,0.56,0,0.56
1543,Sandi Lovrić,si SVN,MF,MF,Hellas Verona,it Serie A,27,1998,7,3,309,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0
1544,Felipe Loyola,cl CHI,MF,MF,Pisa,it Serie A,24,2000,11,6,538,6,1,0,1,1,0,0,0,1,0.17,0,0.17,0.17,0.17
1545,Pol Lozano,es ESP,MF,MF,Espanyol,es La Liga,25,1999,33,28,2157,24,2,1,3,2,0,0,12,1,0.08,0.04,0.13,0.08,0.13
1546,Sergio Lozano,es ESP,MF,MF,Levante,es La Liga,26,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,Lucas,br BRA,MFDF,MF,Burnley,eng Premier League,24,2001,20,15,1409,15.7,0,0,0,0,0,0,1,1,0,0,0,0,0
1548,Lorenzo Lucca,it ITA,FW,FW,Napoli,it Serie A,24,2000,16,4,408,4.5,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22
1549,Lorenzo Lucca,it ITA,FW,FW,Nottingham,eng Premier League,24,2000,4,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0,0.7,0.7,0.7
1550,Dimitri Lucea,fr FRA,DF,DF,PSG,fr Ligue 1,18,2007,2,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,Jhon Lucumí,co COL,DF,DF,Bologna,it Serie A,27,1998,29,26,2287,25.4,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04
1552,Oier Luengo,es ESP,DF,DF,Oviedo,es La Liga,27,1997,3,3,225,2.5,0,1,1,0,0,0,1,0,0,0.4,0.4,0,0.4
1553,Florentino Luís,pt POR,MF,MF,Burnley,eng Premier League,25,1999,31,25,2105,23.4,0,2,2,0,0,0,6,0,0,0.09,0.09,0,0.09
1554,José Luis Gayà,es ESP,DF,DF,Valencia,es La Liga,30,1995,32,31,2448,27.2,1,2,3,1,0,0,6,1,0.04,0.07,0.11,0.04,0.11
1555,José Luis Morales,es ESP,MF,MF,Levante,es La Liga,38,1987,20,1,363,4,1,1,2,0,1,1,1,0,0.25,0.25,0.5,0,0.25
1556,Douglas Luiz,br BRA,MF,MF,Aston Villa,eng Premier League,27,1998,13,7,604,6.7,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15
1557,Douglas Luiz,br BRA,MF,MF,Nottingham,eng Premier League,27,1998,8,5,315,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0
1558,Romelu Lukaku,be BEL,FW,FW,Napoli,it Serie A,32,1993,5,0,44,0.5,1,0,1,1,0,0,1,0,2.05,0,2.05,2.05,2.05
1559,Castello Lukeba,fr FRA,DF,DF,RB Leipzig,de Bundesliga,22,2002,26,24,2176,24.2,1,0,1,1,0,0,3,0,0.04,0,0.04,0.04,0.04
1560,Dodi Lukebakio,be BEL,MF,MF,Sevilla,es La Liga,27,1997,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5
1561,Saša Lukić,rs SRB,MF,MF,Fulham,eng Premier League,28,1996,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.05,0.1,0.16,0.05,0.16
1562,Kristoffer Lund,us USA,DFMF,DF,Köln,de Bundesliga,23,2002,33,26,2276,25.3,0,2,2,0,0,0,2,0,0,0.08,0.08,0,0.08
1563,Andriy Lunin,ua UKR,GK,GK,Real Madrid,es La Liga,26,1999,6,6,540,6,0,0,0,0,0,0,0,1,0,0,0,0,0
1564,Sebastiano Luperto,it ITA,DF,DF,Cremonese,it Serie A,28,1996,15,15,1307,14.5,0,1,1,0,0,0,1,0,0,0.07,0.07,0,0.07
1565,Sebastiano Luperto,it ITA,DF,DF,Cagliari,it Serie A,28,1996,19,19,1706,19,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05
1566,Iker Luque,es ESP,DF,DF,Atlético Madrid,es La Liga,20,2005,1,0,28,0.3,1,0,1,1,0,0,0,0,3.21,0,3.21,3.21,3.21
1567,Mateus Lusuardi,br BRA,DF,DF,Pisa,it Serie A,21,2004,3,3,198,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0
1568,Zito Luvumbo,ao ANG,FWMF,FW,Mallorca,es La Liga,23,2002,10,6,508,5.6,0,2,2,0,0,0,2,0,0,0.35,0.35,0,0.35
1569,Zito Luvumbo,ao ANG,MFFW,MF,Cagliari,it Serie A,23,2002,12,2,329,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,Babis Lykogiannis,gr GRE,DF,DF,Bologna,it Serie A,31,1993,10,7,627,7,0,1,1,0,0,0,3,0,0,0.14,0.14,0,0.14
1571,Senne Lynen,be BEL,MF,MF,Werder Bremen,de Bundesliga,26,1999,31,31,2752,30.6,0,0,0,0,0,0,4,0,0,0,0,0,0
1572,Mathias Løvik,no NOR,MF,MF,Parma,it Serie A,21,2003,9,5,471,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,Ian Maatsen,nl NED,DF,DF,Aston Villa,eng Premier League,23,2002,30,17,1605,17.8,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06
1574,Alexis Mac Allister,ar ARG,MF,MF,Liverpool,eng Premier League,26,1998,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.07,0.14,0.2,0.07,0.2
1575,Tommaso Macchioni,it ITA,DF,DF,Sassuolo,it Serie A,19,2006,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1576,Deiver Machado,co COL,DFMF,DF,Nantes,fr Ligue 1,31,1993,14,12,907,10.1,0,1,1,0,0,0,2,0,0,0.1,0.1,0,0.1
1577,Deiver Machado,co COL,MF,MF,Lens,fr Ligue 1,31,1993,5,4,273,3,0,0,0,0,0,0,1,0,0,0,0,0,0
1578,Koki Machida,jp JPN,DF,DF,Hoffenheim,de Bundesliga,27,1997,1,1,44,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
1579,Lanroy Machine,fr FRA,FW,FW,Angers,fr Ligue 1,19,2005,22,3,519,5.8,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17
1580,Shuto Machino,jp JPN,FWMF,FW,Gladbach,de Bundesliga,25,1999,32,9,1076,12,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33
1581,Carlos Macià,es ESP,MF,MF,Villarreal,es La Liga,16,2008,5,0,83,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
1582,James Maddison,eng ENG,FWMF,FW,Tottenham,eng Premier League,28,1996,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,Brian Madjo,lu LUX,FW,FW,Metz,fr Ligue 1,16,2009,5,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,Noni Madueke,eng ENG,FWMF,FW,Arsenal,eng Premier League,23,2002,26,16,1211,13.5,3,1,4,3,0,0,0,0,0.22,0.07,0.3,0.22,0.3
1585,Pablo Maffeo,es ESP,DF,DF,Mallorca,es La Liga,28,1997,31,30,2662,29.6,1,2,3,1,0,0,11,0,0.03,0.07,0.1,0.03,0.1
1586,Gabriel Magalhães,br BRA,DF,DF,Arsenal,eng Premier League,27,1997,32,30,2751,30.6,3,4,7,3,0,0,4,0,0.1,0.13,0.23,0.1,0.23
1587,Soungoutou Magassa,fr FRA,MF,MF,West Ham,eng Premier League,21,2003,22,11,981,10.9,1,0,1,1,0,0,4,0,0.09,0,0.09,0.09,0.09
1588,Hugo Magnetti,fr FRA,MF,MF,Brest,fr Ligue 1,27,1998,33,31,2688,29.9,1,1,2,1,0,0,4,1,0.03,0.03,0.07,0.03,0.07
1589,Frank Magri,cm CMR,FWMF,FW,Toulouse,fr Ligue 1,25,1999,17,16,1253,13.9,5,1,6,5,0,1,3,0,0.36,0.07,0.43,0.36,0.43
1590,Harry Maguire,eng ENG,DF,DF,Manchester Utd,eng Premier League,32,1993,23,19,1653,18.4,1,2,3,1,0,0,3,1,0.05,0.11,0.16,0.05,0.16
1591,Arne Maier,de GER,MF,MF,Augsburg,de Bundesliga,26,1999,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,Mike Maignan,fr FRA,GK,GK,Milan,it Serie A,30,1995,37,37,3295,36.6,0,0,0,0,0,0,4,0,0,0,0,0,0
1593,Linton Maina,de GER,MFFW,MF,Köln,de Bundesliga,26,1999,24,9,1023,11.4,2,0,2,2,0,0,0,0,0.18,0,0.18,0.18,0.18
1594,Patrick Mainka,de GER,DF,DF,Heidenheim,de Bundesliga,30,1994,34,34,3060,34,2,2,4,2,0,0,1,0,0.06,0.06,0.12,0.06,0.12
1595,Kobbie Mainoo,eng ENG,MF,MF,Manchester Utd,eng Premier League,20,2005,28,16,1662,18.5,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16
1596,Ainsley Maitland-Niles,eng ENG,DFMF,DF,Lyon,fr Ligue 1,27,1997,30,28,2483,27.6,1,4,5,1,0,1,7,1,0.04,0.14,0.18,0.04,0.18
1597,Radosław Majecki,pl POL,GK,GK,Brest,fr Ligue 1,25,1999,10,10,864,9.6,0,0,0,0,0,0,0,1,0,0,0,0,0
1598,Lovro Majer,hr CRO,MF,MF,Wolfsburg,de Bundesliga,27,1998,28,16,1371,15.2,2,3,5,2,0,0,5,0,0.13,0.2,0.33,0.13,0.33
1599,Hamidou Makalou,ml MLI,MF,MF,Brest,fr Ligue 1,19,2006,17,2,341,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,Jean-Victor Makengo,fr FRA,MF,MF,Lorient,fr Ligue 1,27,1998,31,23,1800,20,4,2,6,4,0,0,2,0,0.2,0.1,0.3,0.2,0.3
1601,Jordy Makengo,fr FRA,DF,DF,Freiburg,de Bundesliga,23,2001,20,12,1178,13.1,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08
1602,Andrija Maksimović,rs SRB,FW,FW,RB Leipzig,de Bundesliga,18,2007,8,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Said El Mala,de GER,FWMF,FW,Köln,de Bundesliga,18,2006,34,20,1956,21.7,13,4,17,12,1,1,4,0,0.6,0.18,0.78,0.55,0.74
1604,Tyrell Malacia,nl NED,DF,DF,Manchester Utd,eng Premier League,25,1999,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Julián Malatini,ar ARG,DF,DF,Werder Bremen,de Bundesliga,24,2001,11,5,516,5.7,0,0,0,0,0,0,3,0,0,0,0,0,0
1606,Daniel Maldini,it ITA,FW,FW,Lazio,it Serie A,23,2001,12,9,687,7.6,2,1,3,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39
1607,Daniel Maldini,it ITA,MF,MF,Atalanta,it Serie A,23,2001,9,3,264,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0
1608,Youssef Maleh,ma MAR,MF,MF,Cremonese,it Serie A,26,1998,14,14,1100,12.2,1,0,1,1,0,0,2,1,0.08,0,0.08,0.08,0.08
1609,Youssef Maleh,ma MAR,MF,MF,Lecce,it Serie A,26,1998,9,5,460,5.1,0,0,0,0,0,0,2,0,0,0,0,0,0
1610,Donyell Malen,nl NED,FWMF,FW,Aston Villa,eng Premier League,26,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69
1611,Donyell Malen,nl NED,FW,FW,Roma,it Serie A,26,1999,18,18,1467,16.3,14,2,16,11,3,4,1,0,0.86,0.12,0.98,0.67,0.8
1612,Ruslan Malinovskyi,ua UKR,MF,MF,Genoa,it Serie A,32,1993,34,28,2235,24.8,6,3,9,3,3,3,10,0,0.24,0.12,0.36,0.12,0.24
1613,Lennard Maloney,us USA,DFMF,DF,Mainz 05,de Bundesliga,25,1999,21,4,485,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0
1614,Pape Mamadou Sy,sn SEN,GK,GK,Metz,fr Ligue 1,28,1997,8,8,706,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,Giorgi Mamardashvili,ge GEO,GK,GK,Liverpool,eng Premier League,24,2000,10,10,867,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,Felix Mambimbi,ch SUI,FWMF,FW,Le Havre,fr Ligue 1,24,2001,17,7,530,5.9,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17
1617,Aitor Mañas,es ESP,FW,FW,Alavés,es La Liga,22,2003,9,0,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,Gianluca Mancini,it ITA,DF,DF,Roma,it Serie A,29,1996,36,36,3059,34,4,2,6,4,0,0,9,0,0.12,0.06,0.18,0.12,0.18
1619,Reinildo Mandava,mz MOZ,DF,DF,Sunderland,eng Premier League,31,1994,25,23,1966,21.8,0,1,1,0,0,0,7,1,0,0.05,0.05,0,0.05
1620,Aïssa Mandi,dz ALG,DF,DF,Lille,fr Ligue 1,33,1991,29,28,2424,26.9,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04
1621,Rolando Mandragora,it ITA,MF,MF,Fiorentina,it Serie A,28,1997,34,30,2421,26.9,7,3,10,6,1,1,7,0,0.26,0.11,0.37,0.22,0.33
1622,Filippo Mane,it ITA,DF,DF,Dortmund,de Bundesliga,20,2005,4,2,131,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0
1623,Mateus Mane,pt POR,MF,MF,Wolves,eng Premier League,17,2007,27,19,1795,19.9,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2
1624,Orel Mangala,be BEL,MF,MF,Lyon,fr Ligue 1,27,1998,9,5,414,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,Bendito Mantato,eng ENG,MF,MF,Manchester Utd,eng Premier League,17,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,Brad Mantsounga,cg CGO,DF,DF,Nice,fr Ligue 1,17,2007,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,Johan Manzambi,ch SUI,MF,MF,Freiburg,de Bundesliga,19,2005,27,26,2077,23.1,5,4,9,5,0,0,4,2,0.22,0.17,0.39,0.22,0.39
1628,Sekou Mara,fr FRA,FW,FW,Auxerre,fr Ligue 1,23,2002,27,14,1226,13.6,3,2,5,3,0,0,0,0,0.22,0.15,0.37,0.22,0.37
1629,Alessandro Marcandalli,it ITA,DF,DF,Genoa,it Serie A,22,2002,32,29,2597,28.9,0,2,2,0,0,0,4,0,0,0.07,0.07,0,0.07
1630,Marcão,br BRA,DF,DF,Sevilla,es La Liga,29,1996,13,11,938,10.4,1,0,1,1,0,0,5,1,0.1,0,0.1,0.1,0.1
1631,Solly March,eng ENG,MF,MF,Brighton,eng Premier League,31,1994,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,Vincent Marchetti,fr FRA,MF,MF,Paris FC,fr Ligue 1,28,1997,23,9,825,9.2,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33
1633,Pablo Marí,es ESP,DF,DF,Fiorentina,it Serie A,31,1993,11,9,808,9,0,0,0,0,0,0,3,0,0,0,0,0,0
1634,José María Giménez,uy URU,DF,DF,Atlético Madrid,es La Liga,30,1995,16,13,1178,13.1,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08
1635,Mariano,do DOM,FW,FW,Alavés,es La Liga,31,1993,10,3,288,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0
1636,Luca Marianucci,it ITA,DF,DF,Torino,it Serie A,21,2004,10,6,575,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0
1637,Luca Marianucci,it ITA,DF,DF,Napoli,it Serie A,21,2004,2,1,119,1.3,0,1,1,0,0,0,0,0,0,0.76,0.76,0,0.76
1638,Arkaitz Mariezkurrena,es ESP,FW,FW,Real Sociedad,es La Liga,20,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,Marius Marin,ro ROU,MF,MF,Pisa,it Serie A,26,1998,23,18,1281,14.2,0,0,0,0,0,0,7,0,0,0,0,0,0
1640,Pablo Marín,es ESP,MF,MF,Real Sociedad,es La Liga,22,2003,34,15,1502,16.7,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06
1641,Rafa Marín,es ESP,DF,DF,Villarreal,es La Liga,23,2002,23,21,1979,22,1,0,1,1,0,0,1,0,0.05,0,0.05,0.05,0.05
1642,Renato Marin,it ITA,GK,GK,PSG,fr Ligue 1,19,2006,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,João Mário Lopes,pt POR,DFMF,DF,Bologna,it Serie A,25,2000,10,10,735,8.2,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12
1644,João Mário Lopes,pt POR,MF,MF,Juventus,it Serie A,25,2000,10,2,258,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0
1645,Guillermo Maripán,cl CHI,DF,DF,Torino,it Serie A,31,1994,27,24,2145,23.8,2,0,2,2,0,0,4,0,0.08,0,0.08,0.08,0.08
1646,Omar Marmoush,eg EGY,FWMF,FW,Manchester City,eng Premier League,26,1999,21,8,700,7.8,3,3,6,3,0,0,3,0,0.39,0.39,0.77,0.39,0.77
1647,Tomas Marques,es ESP,MF,MF,Barcelona,es La Liga,18,2006,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,Marquinhos,br BRA,DF,DF,PSG,fr Ligue 1,31,1994,14,11,1052,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,Unai Marrero,es ESP,GK,GK,Real Sociedad,es La Liga,23,2001,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1650,Callum Marshall,nir NIR,FW,FW,West Ham,eng Premier League,20,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,Eric Martel,de GER,MFDF,MF,Köln,de Bundesliga,23,2002,31,30,2559,28.4,2,2,4,2,0,0,12,1,0.07,0.07,0.14,0.07,0.14
1652,Aarón Martín,es ESP,MFDF,MF,Genoa,it Serie A,28,1997,33,26,2156,24,1,5,6,1,0,1,2,0,0.04,0.21,0.25,0.04,0.25
1653,Carlos Martín,es ESP,MFFW,MF,Rayo Vallecano,es La Liga,23,2002,11,7,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0
1654,Gerard Martín,es ESP,DF,DF,Barcelona,es La Liga,23,2002,32,26,2119,23.5,0,0,0,0,0,0,6,0,0,0,0,0,0
1655,Iván Martín,es ESP,MF,MF,Girona,es La Liga,26,1999,35,29,2532,28.1,0,1,1,0,0,0,5,1,0,0.04,0.04,0,0.04
1656,Jon Martin,es ESP,DF,DF,Real Sociedad,es La Liga,19,2006,25,25,2250,25,2,0,2,2,0,0,6,0,0.08,0,0.08,0.08,0.08
1657,Mario Martín,es ESP,MFFW,MF,Getafe,es La Liga,21,2004,35,26,2125,23.6,2,1,3,2,0,0,11,0,0.08,0.04,0.13,0.08,0.13
1658,Gabriel Martinelli,br BRA,FWMF,FW,Arsenal,eng Premier League,24,2001,30,11,1081,12,1,4,5,1,0,0,3,0,0.08,0.33,0.42,0.08,0.42
1659,Arnau Martinez,es ESP,DFMF,DF,Girona,es La Liga,22,2003,35,33,2666,29.6,2,3,5,2,0,0,6,0,0.07,0.1,0.17,0.07,0.17
1660,Daniel Martinez,es ESP,DF,DF,Atlético Madrid,es La Liga,21,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,Emiliano Martínez,ar ARG,GK,GK,Aston Villa,eng Premier League,32,1992,32,32,2835,31.5,0,1,1,0,0,0,2,0,0,0.03,0.03,0,0.03
1662,Joaquín Martínez Gauna,es ESP,MFDF,MF,Sevilla,es La Liga,22,2003,21,14,1408,15.6,2,3,5,2,0,0,1,0,0.13,0.19,0.32,0.13,0.32
1663,Josep Martinez,es ESP,GK,GK,Inter,it Serie A,27,1998,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,Lautaro Martínez,ar ARG,FW,FW,Inter,it Serie A,27,1997,30,27,2159,24,17,6,23,17,0,0,4,0,0.71,0.25,0.96,0.71,0.96
1665,Lisandro Martínez,ar ARG,DF,DF,Manchester Utd,eng Premier League,27,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0,0,0,0,0
1666,Pablo Martínez,es ESP,MF,MF,Levante,es La Liga,27,1998,27,21,1857,20.6,1,5,6,1,0,0,3,0,0.05,0.24,0.29,0.05,0.29
1667,Ramón Martínez,es ESP,DF,DF,Sevilla,es La Liga,22,2002,2,0,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,Toni Martínez,es ESP,FW,FW,Alavés,es La Liga,28,1997,37,32,2714,30.2,14,3,17,13,1,1,2,0,0.46,0.1,0.56,0.43,0.53
