Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
1431,Jonah Kusi-Asare,se SWE,FW,FW,Bayern Munich,de Bundesliga,18,2007,0.1,0,0,0,1,0,0,0,0,0,0
1432,Jonah Kusi-Asare,se SWE,FW,FW,Fulham,eng Premier League,18,2007,0.6,1,0,0,4,2,0,0,0,1,0
1433,Khvicha Kvaratskhelia,ge GEO,FW,FW,PSG,fr Ligue 1,24,2001,16.4,1,0,0,18,26,5,43,10,13,0
1434,Giorgi Kvilitaia,ge GEO,FW,FW,Metz,fr Ligue 1,31,1993,5.5,1,0,0,11,6,2,0,0,6,0
1435,Godson Kyeremeh,fr FRA,FW,FW,Le Havre,fr Ligue 1,25,2000,4.2,0,0,0,9,19,5,15,0,6,0
1436,Adrián de la Fuente,es ESP,DF,DF,Levante,es La Liga,26,1999,30.1,5,0,0,34,27,1,40,48,18,1
1437,Rémy Labeau Lascary,gp GLP,MFFW,MF,Brest,fr Ligue 1,22,2003,13.3,2,0,0,29,18,9,12,4,11,0
1438,Shea Lacey,eng ENG,FW,FW,Manchester Utd,eng Premier League,18,2007,0.5,0,0,0,2,2,0,0,0,0,0
1439,Maxence Lacroix,fr FRA,DF,DF,Crystal Palace,eng Premier League,25,2000,34.3,4,1,0,34,19,0,5,45,38,0
1440,Gael Lafont,fr FRA,FW,FW,Genoa,it Serie A,19,2006,0.1,0,0,0,0,0,0,0,0,0,0
1441,Emmanuel Lago,ci CIV,FW,FW,Marseille,fr Ligue 1,20,2004,0.5,1,0,0,2,1,0,1,1,3,0
1442,Yoel Lago,es ESP,DF,DF,Celta Vigo,es La Liga,21,2004,10.4,4,0,0,17,14,1,0,7,10,0
1443,Mayckel Lahdo,se SWE,FWMF,FW,Nantes,fr Ligue 1,22,2002,4.6,0,0,0,5,6,1,1,0,2,0
1444,Konrad Laimer,at AUT,DF,DF,Bayern Munich,de Bundesliga,28,1997,22.2,9,0,0,29,9,4,38,17,25,0
1445,Kenny Lala,mg MAD,DF,DF,Brest,fr Ligue 1,33,1991,31,4,0,0,17,23,0,106,26,26,0
1446,Ugo Lamare,fr FRA,FW,FW,Marseille,fr Ligue 1,18,2007,0.2,0,0,0,1,0,0,0,0,0,0
1447,Senne Lammens,be BEL,GK,GK,Manchester Utd,eng Premier League,23,2002,32,0,0,0,0,4,0,0,0,1,0
1448,Tariq Lamptey,gh GHA,MF,MF,Fiorentina,it Serie A,24,2000,0.3,0,0,0,0,0,0,1,0,2,0
1449,Noa Lang,nl NED,FWMF,FW,Napoli,it Serie A,26,1999,7.4,2,0,0,5,11,2,44,2,8,0
1450,Aymeric Laporte,es ESP,DF,DF,Athletic Club,es La Liga,31,1994,22.9,4,0,0,9,13,1,2,27,17,0
1451,Hugo Larsson,se SWE,MF,MF,Frankfurt,de Bundesliga,21,2004,20.1,0,0,0,7,2,0,9,27,9,0
1452,Jamaal Lascelles,eng ENG,DF,DF,Newcastle,eng Premier League,31,1993,0.2,0,0,0,0,0,0,0,0,0,0
1453,Toni Lato,es ESP,DFMF,DF,Mallorca,es La Liga,27,1997,6.5,3,0,0,7,3,0,26,6,8,0
1454,Josh Laurent,eng ENG,DFMF,DF,Burnley,eng Premier League,30,1995,19.6,7,1,0,31,11,2,14,28,25,0
1455,Armand Lauriente,fr FRA,FW,FW,Sassuolo,it Serie A,26,1998,28.8,4,0,0,42,47,18,109,7,15,0
1456,Matteo Lavelli,it ITA,FW,FW,Inter,it Serie A,18,2006,0.1,0,0,0,0,0,0,1,0,0,0
1457,Roméo Lavia,be BEL,MF,MF,Chelsea,eng Premier League,21,2004,4.2,0,0,0,8,8,0,1,5,7,0
1458,Valentino Lazaro,at AUT,MF,MF,Torino,it Serie A,29,1996,25,4,0,0,37,9,1,135,22,25,0
1459,Manuel Lazzari,it ITA,DF,DF,Lazio,it Serie A,31,1993,10.4,2,0,0,10,19,0,16,6,9,0
1460,Andréa Le Borgne,fr FRA,MF,MF,Como,it Serie A,19,2006,0,0,0,0,0,0,0,0,0,0,0
1461,Théo Le Bris,fr FRA,MF,MF,Lorient,fr Ligue 1,22,2002,21,0,0,0,8,7,0,81,17,28,0
1462,Julien Le Cardinal,fr FRA,DF,DF,Brest,fr Ligue 1,27,1997,3.6,1,0,0,2,4,0,0,3,5,0
1463,Enzo Le Fée,fr FRA,MFFW,MF,Sunderland,eng Premier League,25,2000,32.6,5,0,0,31,37,4,98,28,56,0
1464,Raphael Le Guen,fr FRA,DF,DF,Brest,fr Ligue 1,18,2006,4.2,0,0,0,4,0,0,0,11,3,0
1465,Robin Le Normand,es ESP,DF,DF,Atlético Madrid,es La Liga,28,1996,19.9,5,0,0,22,14,1,3,20,20,0
1466,Nicola Leali,it ITA,GK,GK,Genoa,it Serie A,32,1993,20.5,2,1,0,2,2,0,0,1,0,0
1467,Rafael Leão,pt POR,FW,FW,Milan,it Serie A,26,1999,20.6,5,0,0,19,34,9,25,5,3,0
1468,Pierre Lees-Melou,fr FRA,MF,MF,Paris FC,fr Ligue 1,32,1993,19.8,7,1,1,28,24,0,13,20,35,0
1469,Pierre Lees-Melou,fr FRA,MF,MF,Brest,fr Ligue 1,32,1993,2,0,0,0,2,5,0,5,0,4,0
1470,Jordan Lefort,mr MTN,DF,DF,Angers,fr Ligue 1,31,1993,34,2,0,0,22,19,2,23,47,33,0
1471,Alexander Legendre,ec ECU,MF,MF,Rennes,fr Ligue 1,17,2008,0.5,0,0,0,1,1,0,3,0,0,0
1472,Diogo Leite,pt POR,DF,DF,Union Berlin,de Bundesliga,26,1999,21.8,4,0,0,26,26,1,7,44,15,1
1473,Maxim Leitsch,de GER,DF,DF,Mainz 05,de Bundesliga,27,1998,1.8,0,0,0,2,1,0,2,5,1,0
1474,Álvaro Leiva,es ESP,FW,FW,Real Madrid,es La Liga,22,2002,0,0,0,0,0,0,0,0,0,0,0
1475,Florian Lejeune,fr FRA,DF,DF,Rayo Vallecano,es La Liga,34,1991,35.9,7,0,0,47,14,1,8,47,47,0
1476,Youssef Lekhedim,es ESP,DFMF,DF,Alavés,es La Liga,19,2005,14.8,7,0,0,24,13,0,61,12,10,0
1477,Iñigo Lekue,es ESP,DF,DF,Athletic Club,es La Liga,32,1993,6.7,2,2,0,12,0,0,19,4,10,0
1478,Thomas Lemar,fr FRA,MF,MF,Girona,es La Liga,29,1995,14,4,0,0,19,20,0,56,5,15,0
1479,Félix Lemaréchal,fr FRA,MFFW,MF,Strasbourg,fr Ligue 1,21,2003,6.2,1,0,0,9,6,0,15,3,6,0
1480,Louis Lemke,de GER,DF,DF,Hamburger SV,de Bundesliga,15,2009,0,0,0,0,0,0,0,0,0,0,0
1481,Tim Lemperle,de GER,FW,FW,Hoffenheim,de Bundesliga,23,2002,21.6,3,1,1,60,16,18,27,6,16,0
1482,Ruben Lendinez,es ESP,DF,DF,Valencia,es La Liga,22,2003,0,0,0,0,1,0,0,0,0,1,0
1483,Clément Lenglet,fr FRA,DF,DF,Atlético Madrid,es La Liga,30,1995,15.5,6,1,1,22,7,0,2,20,10,0
1484,Bernd Leno,de GER,GK,GK,Fulham,eng Premier League,33,1992,38,3,0,0,0,6,0,0,1,1,1
1485,Donovan Léon,gf GUF,GK,GK,Auxerre,fr Ligue 1,32,1992,27.3,1,2,0,3,7,0,0,0,2,0
1486,Esteban Lepaul,fr FRA,FW,FW,Angers,fr Ligue 1,25,2000,1.9,0,0,0,2,1,1,0,0,0,0
1487,Esteban Lepaul,fr FRA,FW,FW,Rennes,fr Ligue 1,25,2000,27.9,3,0,0,23,15,8,17,3,5,0
1488,Johann Lepenant,fr FRA,MF,MF,Nantes,fr Ligue 1,22,2002,24.1,4,0,0,29,48,0,73,26,47,0
1489,Mehdi Léris,dz ALG,MF,MF,Pisa,it Serie A,27,1998,21.1,2,0,0,27,22,8,99,23,37,0
1490,Jefferson Lerma,co COL,MFDF,MF,Crystal Palace,eng Premier League,30,1994,19.3,7,0,0,25,24,0,12,25,18,2
1491,Louis Leroux,fr FRA,MFDF,MF,Nantes,fr Ligue 1,19,2006,16,2,0,0,12,14,1,30,5,23,0
1492,Robert Lewandowski,pl POL,FW,FW,Barcelona,es La Liga,36,1988,18.5,2,0,0,13,21,17,0,3,3,0
1493,Jamie Leweling,de GER,MF,MF,Stuttgart,de Bundesliga,24,2001,26.3,4,0,0,17,43,15,123,13,12,0
1494,Rico Lewis,eng ENG,DF,DF,Manchester City,eng Premier League,20,2004,4.5,2,0,0,5,9,0,2,7,4,0
1495,Keane Lewis-Potter,eng ENG,DFMF,DF,Brentford,eng Premier League,24,2001,21.9,1,0,0,15,36,3,69,10,14,0
1496,Myles Lewis-Skelly,eng ENG,MFDF,MF,Arsenal,eng Premier League,18,2006,7.9,3,0,0,10,16,1,0,5,5,0
1497,Luca Lezzerini,it ITA,GK,GK,Fiorentina,it Serie A,30,1995,0,0,0,0,0,0,0,0,0,0,0
1498,Philipp Lienhart,at AUT,DF,DF,Freiburg,de Bundesliga,29,1996,14.5,4,1,1,7,8,2,13,13,13,0
1499,Matthijs de Ligt,nl NED,DF,DF,Manchester Utd,eng Premier League,25,1999,13,0,0,0,6,5,0,4,11,13,0
1500,Pedro Lima,br BRA,MF,MF,Wolves,eng Premier League,19,2006,2.9,0,0,0,6,1,0,10,4,5,0
1501,Victor Lindelöf,se SWE,DFMF,DF,Aston Villa,eng Premier League,31,1994,10.5,0,0,0,2,0,0,0,8,3,0
1502,Jesper Lindstrøm,dk DEN,MF,MF,Wolfsburg,de Bundesliga,25,2000,4.2,2,0,0,10,4,0,7,0,6,0
1503,Luca Lipani,it ITA,MF,MF,Sassuolo,it Serie A,20,2005,11.5,3,0,0,28,8,1,5,15,17,0
1504,Pol Lirola,es ESP,MF,MF,Hellas Verona,it Serie A,27,1997,3.4,1,0,0,3,0,0,16,2,3,0
1505,Pol Lirola,es ESP,DFMF,DF,Marseille,fr Ligue 1,27,1997,0.4,0,0,0,1,2,0,2,1,0,0
1506,Adrián Liso,es ESP,FWMF,FW,Getafe,es La Liga,20,2005,18.9,5,1,1,39,43,16,42,4,22,0
1507,Joseph Liteta,zm ZAM,MF,MF,Cagliari,it Serie A,19,2006,2.9,0,0,0,4,0,0,0,8,2,0
1508,Tino Livramento,eng ENG,DF,DF,Newcastle,eng Premier League,22,2002,14.8,1,0,0,7,16,2,36,2,14,0
1509,Marin Ljubicic,hr CRO,FW,FW,Union Berlin,de Bundesliga,23,2002,0.2,0,0,0,2,0,0,0,0,0,0
1510,Javier Llabrés,es ESP,MF,MF,Mallorca,es La Liga,22,2002,2.1,0,0,0,4,3,0,10,0,2,0
1511,Diego Llorente,es ESP,DF,DF,Real Betis,es La Liga,31,1993,13.7,5,0,0,13,13,0,1,27,15,0
1512,Marcos Llorente,es ESP,DFMF,DF,Atlético Madrid,es La Liga,30,1995,24.2,7,1,1,28,11,4,49,13,41,0
1513,Gautier Lloris,fr FRA,DF,DF,Le Havre,fr Ligue 1,30,1995,26.6,2,1,0,27,17,2,2,43,24,1
1514,Giovani Lo Celso,ar ARG,MF,MF,Real Betis,es La Liga,29,1996,15.5,4,0,0,9,42,4,61,6,13,0
1515,Danny Loader,cm CMR,MFFW,MF,Auxerre,fr Ligue 1,24,2000,28,9,0,0,64,47,4,32,9,25,0
1516,Stanislav Lobotka,sk SVK,MF,MF,Napoli,it Serie A,30,1994,27,3,0,0,13,45,0,5,16,16,0
1517,Manuel Locatelli,it ITA,MF,MF,Juventus,it Serie A,27,1998,33.3,9,0,0,55,44,0,19,38,66,0
1518,Bradley Locko,fr FRA,DF,DF,Brest,fr Ligue 1,23,2002,14.3,0,0,0,12,18,2,34,10,28,0
1519,Ruben Loftus-Cheek,eng ENG,MFFW,MF,Milan,it Serie A,29,1996,12.6,2,0,0,23,19,1,10,5,8,0
1520,Sean Longstaff,eng ENG,MF,MF,Leeds United,eng Premier League,27,1997,11.2,2,0,0,13,17,1,54,12,24,0
1521,Ademola Lookman,ng NGA,FWMF,FW,Atalanta,it Serie A,27,1997,8.8,0,0,0,10,8,4,21,3,3,0
1522,Ademola Lookman,ng NGA,FWMF,FW,Atlético Madrid,es La Liga,27,1997,6.9,1,0,0,7,10,7,12,1,3,0
1523,Anthony Lopes,pt POR,GK,GK,Nantes,fr Ligue 1,34,1990,31,4,0,0,1,14,0,0,1,1,0
1524,David López,es ESP,DF,DF,Girona,es La Liga,35,1989,3.3,0,0,0,2,2,1,0,0,2,0
1525,David López,es ESP,DF,DF,Mallorca,es La Liga,22,2003,9.3,2,0,0,13,4,0,0,9,7,1
1526,Diego López,es ESP,MFFW,MF,Valencia,es La Liga,23,2002,19.6,2,0,0,20,33,3,41,14,16,0
1527,Fer López,es ESP,MF,MF,Wolves,eng Premier League,21,2004,2.6,1,0,0,6,4,0,4,0,1,0
1528,Fer López,es ESP,MFFW,MF,Celta Vigo,es La Liga,21,2004,13,3,0,0,24,18,1,18,6,11,0
1529,Fermin López,es ESP,MF,MF,Barcelona,es La Liga,22,2003,20,3,0,0,34,20,5,36,7,22,0
1530,Hugo López,es ESP,MF,MF,Villarreal,es La Liga,18,2007,0.6,0,0,0,2,0,0,2,1,1,0
1531,Javi López,es ESP,DF,DF,Oviedo,es La Liga,23,2002,19,3,1,0,38,26,2,60,20,23,0
1532,Julien López,dz ALG,FWMF,FW,Paris FC,fr Ligue 1,33,1992,0.5,0,0,0,0,0,0,1,1,0,0
1533,Maxime Lopez,fr FRA,MF,MF,Paris FC,fr Ligue 1,27,1997,21.8,11,0,0,27,8,5,83,11,17,0
1534,Pau López,es ESP,GK,GK,Real Betis,es La Liga,30,1994,9,1,0,0,0,2,0,0,0,1,0
1535,Unai López,es ESP,MF,MF,Rayo Vallecano,es La Liga,29,1995,17.9,8,1,1,37,14,1,62,21,16,0
1536,Dachi Lordkipanidze,ge GEO,MF,MF,Cremonese,it Serie A,20,2005,0.3,0,0,0,0,0,0,0,0,0,0
1537,Lorran,br BRA,FW,FW,Pisa,it Serie A,19,2006,1.4,0,0,0,0,3,0,5,3,3,0
1538,Iker Losada,es ESP,MF,MF,Levante,es La Liga,23,2001,10,1,0,0,6,7,3,22,10,12,0
1539,Simone Lottici Tessadri,it ITA,MF,MF,Cremonese,it Serie A,19,2006,0.1,0,0,0,0,0,0,0,0,0,0
1540,Tom Louchet,fr FRA,MF,MF,Nice,fr Ligue 1,22,2003,15.2,1,1,0,16,13,0,51,9,17,0
1541,Marius Louer,fr FRA,DF,DF,Angers,fr Ligue 1,18,2007,6,1,0,0,7,3,0,9,2,16,1
1542,Sandi Lovrić,si SVN,MF,MF,Udinese,it Serie A,27,1998,1.8,1,0,0,4,1,0,16,4,4,0
1543,Sandi Lovrić,si SVN,MF,MF,Hellas Verona,it Serie A,27,1998,3.4,1,0,0,5,3,0,24,5,6,0
1544,Felipe Loyola,cl CHI,MF,MF,Pisa,it Serie A,24,2000,6,0,1,0,8,2,0,4,6,7,0
1545,Pol Lozano,es ESP,MF,MF,Espanyol,es La Liga,25,1999,24,12,1,1,64,29,0,29,23,19,0
1546,Sergio Lozano,es ESP,MF,MF,Levante,es La Liga,26,1999,0.1,0,0,0,0,0,0,0,0,1,0
1547,Lucas,br BRA,MFDF,MF,Burnley,eng Premier League,24,2001,15.7,1,1,0,15,4,5,56,19,22,0
1548,Lorenzo Lucca,it ITA,FW,FW,Napoli,it Serie A,24,2000,4.5,1,0,0,17,12,4,0,0,0,0
1549,Lorenzo Lucca,it ITA,FW,FW,Nottingham,eng Premier League,24,2000,1.4,0,0,0,1,2,2,0,1,0,0
1550,Dimitri Lucea,fr FRA,DF,DF,PSG,fr Ligue 1,18,2007,0.7,0,0,0,1,1,0,0,2,2,0
1551,Jhon Lucumí,co COL,DF,DF,Bologna,it Serie A,27,1998,25.4,5,0,0,23,19,1,1,30,22,0
1552,Oier Luengo,es ESP,DF,DF,Oviedo,es La Liga,27,1997,2.5,1,0,0,2,1,0,0,2,5,0
1553,Florentino Luís,pt POR,MF,MF,Burnley,eng Premier League,25,1999,23.4,6,0,0,40,8,1,11,40,49,0
1554,José Luis Gayà,es ESP,DF,DF,Valencia,es La Liga,30,1995,27.2,6,1,0,31,20,3,88,23,44,0
1555,José Luis Morales,es ESP,MF,MF,Levante,es La Liga,38,1987,4,1,0,0,3,4,4,11,3,5,0
1556,Douglas Luiz,br BRA,MF,MF,Aston Villa,eng Premier League,27,1998,6.7,1,0,0,9,10,0,28,7,11,0
1557,Douglas Luiz,br BRA,MF,MF,Nottingham,eng Premier League,27,1998,3.5,2,0,0,4,5,0,15,7,3,0
1558,Romelu Lukaku,be BEL,FW,FW,Napoli,it Serie A,32,1993,0.5,1,0,0,2,0,0,0,0,0,0
1559,Castello Lukeba,fr FRA,DF,DF,RB Leipzig,de Bundesliga,22,2002,24.2,3,0,0,11,12,1,3,31,14,0
1560,Dodi Lukebakio,be BEL,MF,MF,Sevilla,es La Liga,27,1997,2,0,0,0,3,3,0,10,1,0,0
1561,Saša Lukić,rs SRB,MF,MF,Fulham,eng Premier League,28,1996,19.3,9,0,0,53,25,2,68,16,28,0
1562,Kristoffer Lund,us USA,DFMF,DF,Köln,de Bundesliga,23,2002,25.3,2,0,0,13,40,3,83,28,26,0
1563,Andriy Lunin,ua UKR,GK,GK,Real Madrid,es La Liga,26,1999,6,0,1,0,0,0,0,0,0,0,0
1564,Sebastiano Luperto,it ITA,DF,DF,Cremonese,it Serie A,28,1996,14.5,1,0,0,9,12,1,10,12,9,0
1565,Sebastiano Luperto,it ITA,DF,DF,Cagliari,it Serie A,28,1996,19,3,0,0,23,17,0,1,19,12,0
1566,Iker Luque,es ESP,DF,DF,Atlético Madrid,es La Liga,20,2005,0.3,0,0,0,2,0,0,0,0,0,0
1567,Mateus Lusuardi,br BRA,DF,DF,Pisa,it Serie A,21,2004,2.2,1,0,0,4,0,0,1,0,2,0
1568,Zito Luvumbo,ao ANG,FWMF,FW,Mallorca,es La Liga,23,2002,5.6,2,0,0,13,20,6,19,0,0,0
1569,Zito Luvumbo,ao ANG,MFFW,MF,Cagliari,it Serie A,23,2002,3.7,0,0,0,4,18,0,7,1,1,0
1570,Babis Lykogiannis,gr GRE,DF,DF,Bologna,it Serie A,31,1993,7,3,0,0,8,1,0,45,6,10,0
1571,Senne Lynen,be BEL,MF,MF,Werder Bremen,de Bundesliga,26,1999,30.6,4,0,0,38,12,0,14,77,33,0
1572,Mathias Løvik,no NOR,MF,MF,Parma,it Serie A,21,2003,5.2,0,0,0,3,2,2,15,7,8,0
1573,Ian Maatsen,nl NED,DF,DF,Aston Villa,eng Premier League,23,2002,17.8,2,0,0,17,19,1,54,18,31,0
1574,Alexis Mac Allister,ar ARG,MF,MF,Liverpool,eng Premier League,26,1998,29.5,7,0,0,35,32,0,20,18,27,0
1575,Tommaso Macchioni,it ITA,DF,DF,Sassuolo,it Serie A,19,2006,1,1,0,0,1,0,0,0,2,0,0
1576,Deiver Machado,co COL,DFMF,DF,Nantes,fr Ligue 1,31,1993,10.1,2,0,0,21,20,4,22,8,16,0
1577,Deiver Machado,co COL,MF,MF,Lens,fr Ligue 1,31,1993,3,1,0,0,4,8,0,4,3,1,0
1578,Koki Machida,jp JPN,DF,DF,Hoffenheim,de Bundesliga,27,1997,0.5,1,0,0,2,0,0,0,1,0,0
1579,Lanroy Machine,fr FRA,FW,FW,Angers,fr Ligue 1,19,2005,5.8,1,0,0,9,5,4,5,0,4,0
1580,Shuto Machino,jp JPN,FWMF,FW,Gladbach,de Bundesliga,25,1999,12,2,0,0,14,11,9,10,3,5,0
1581,Carlos Macià,es ESP,MF,MF,Villarreal,es La Liga,16,2008,0.9,1,0,0,1,0,0,0,2,0,0
1582,James Maddison,eng ENG,FWMF,FW,Tottenham,eng Premier League,28,1996,0.4,0,0,0,1,1,0,6,0,1,0
1583,Brian Madjo,lu LUX,FW,FW,Metz,fr Ligue 1,16,2009,1.7,0,0,0,3,3,3,0,0,0,0
1584,Noni Madueke,eng ENG,FWMF,FW,Arsenal,eng Premier League,23,2002,13.5,0,0,0,15,15,4,80,5,10,0
1585,Pablo Maffeo,es ESP,DF,DF,Mallorca,es La Liga,28,1997,29.6,11,0,0,26,23,0,85,33,34,1
1586,Gabriel Magalhães,br BRA,DF,DF,Arsenal,eng Premier League,27,1997,30.6,4,0,0,21,34,0,6,22,20,0
1587,Soungoutou Magassa,fr FRA,MF,MF,West Ham,eng Premier League,21,2003,10.9,4,0,0,17,17,0,9,17,23,0
1588,Hugo Magnetti,fr FRA,MF,MF,Brest,fr Ligue 1,27,1998,29.9,4,1,0,31,33,0,26,44,45,0
1589,Frank Magri,cm CMR,FWMF,FW,Toulouse,fr Ligue 1,25,1999,13.9,3,0,0,28,22,3,15,3,3,0
1590,Harry Maguire,eng ENG,DF,DF,Manchester Utd,eng Premier League,32,1993,18.4,3,1,0,16,16,0,4,12,17,0
1591,Arne Maier,de GER,MF,MF,Augsburg,de Bundesliga,26,1999,0,0,0,0,0,0,0,1,1,1,0
1592,Mike Maignan,fr FRA,GK,GK,Milan,it Serie A,30,1995,36.6,4,0,0,0,6,0,0,1,0,0
1593,Linton Maina,de GER,MFFW,MF,Köln,de Bundesliga,26,1999,11.4,0,0,0,8,6,1,25,4,6,0
1594,Patrick Mainka,de GER,DF,DF,Heidenheim,de Bundesliga,30,1994,34,1,0,0,10,20,3,0,36,30,0
1595,Kobbie Mainoo,eng ENG,MF,MF,Manchester Utd,eng Premier League,20,2005,18.5,2,0,0,12,22,1,13,19,20,0
1596,Ainsley Maitland-Niles,eng ENG,DFMF,DF,Lyon,fr Ligue 1,27,1997,27.6,7,1,1,37,12,1,44,33,36,0
1597,Radosław Majecki,pl POL,GK,GK,Brest,fr Ligue 1,25,1999,9.6,0,1,0,1,1,0,0,0,0,0
1598,Lovro Majer,hr CRO,MF,MF,Wolfsburg,de Bundesliga,27,1998,15.2,5,0,0,30,22,4,28,8,18,0
1599,Hamidou Makalou,ml MLI,MF,MF,Brest,fr Ligue 1,19,2006,3.8,0,0,0,1,4,0,14,5,5,0
1600,Jean-Victor Makengo,fr FRA,MF,MF,Lorient,fr Ligue 1,27,1998,20,2,0,0,12,35,0,18,14,16,1
1601,Jordy Makengo,fr FRA,DF,DF,Freiburg,de Bundesliga,23,2001,13.1,1,0,0,10,9,2,32,14,10,0
1602,Andrija Maksimović,rs SRB,FW,FW,RB Leipzig,de Bundesliga,18,2007,1,0,0,0,1,2,0,2,0,0,0
1603,Said El Mala,de GER,FWMF,FW,Köln,de Bundesliga,18,2006,21.7,4,0,0,15,23,18,39,8,14,0
1604,Tyrell Malacia,nl NED,DF,DF,Manchester Utd,eng Premier League,25,1999,0.2,0,0,0,0,0,0,0,0,1,0
1605,Julián Malatini,ar ARG,DF,DF,Werder Bremen,de Bundesliga,24,2001,5.7,3,0,0,7,1,0,5,6,6,0
1606,Daniel Maldini,it ITA,FW,FW,Lazio,it Serie A,23,2001,7.6,0,0,0,14,20,3,1,4,9,0
1607,Daniel Maldini,it ITA,MF,MF,Atalanta,it Serie A,23,2001,2.9,1,0,0,4,7,0,10,0,2,0
1608,Youssef Maleh,ma MAR,MF,MF,Cremonese,it Serie A,26,1998,12.2,2,1,0,27,10,0,41,9,11,0
1609,Youssef Maleh,ma MAR,MF,MF,Lecce,it Serie A,26,1998,5.1,2,0,0,9,8,0,12,7,4,0
1610,Donyell Malen,nl NED,FWMF,FW,Aston Villa,eng Premier League,26,1999,7.3,0,0,0,2,6,1,7,0,2,0
1611,Donyell Malen,nl NED,FW,FW,Roma,it Serie A,26,1999,16.3,1,0,0,12,17,14,6,3,3,0
1612,Ruslan Malinovskyi,ua UKR,MF,MF,Genoa,it Serie A,32,1993,24.8,10,0,0,36,26,1,68,16,19,0
1613,Lennard Maloney,us USA,DFMF,DF,Mainz 05,de Bundesliga,25,1999,5.4,1,0,0,13,3,1,2,8,8,0
1614,Pape Mamadou Sy,sn SEN,GK,GK,Metz,fr Ligue 1,28,1997,7.8,0,0,0,0,4,0,0,0,0,0
1615,Giorgi Mamardashvili,ge GEO,GK,GK,Liverpool,eng Premier League,24,2000,9.6,0,0,0,1,2,0,0,1,1,0
1616,Felix Mambimbi,ch SUI,FWMF,FW,Le Havre,fr Ligue 1,24,2001,5.9,1,0,0,16,4,5,5,4,10,0
1617,Aitor Mañas,es ESP,FW,FW,Alavés,es La Liga,22,2003,1.4,0,0,0,2,1,0,0,1,2,0
1618,Gianluca Mancini,it ITA,DF,DF,Roma,it Serie A,29,1996,34,9,0,0,71,42,5,29,47,28,0
1619,Reinildo Mandava,mz MOZ,DF,DF,Sunderland,eng Premier League,31,1994,21.8,7,1,0,32,35,1,23,29,23,0
1620,Aïssa Mandi,dz ALG,DF,DF,Lille,fr Ligue 1,33,1991,26.9,8,0,0,17,17,1,10,44,21,0
1621,Rolando Mandragora,it ITA,MF,MF,Fiorentina,it Serie A,28,1997,26.9,7,0,0,37,56,0,69,15,24,0
1622,Filippo Mane,it ITA,DF,DF,Dortmund,de Bundesliga,20,2005,1.5,0,1,0,1,2,0,1,2,0,0
1623,Mateus Mane,pt POR,MF,MF,Wolves,eng Premier League,17,2007,19.9,0,0,0,26,47,2,94,5,13,0
1624,Orel Mangala,be BEL,MF,MF,Lyon,fr Ligue 1,27,1998,4.6,0,0,0,8,5,0,3,5,5,0
1625,Bendito Mantato,eng ENG,MF,MF,Manchester Utd,eng Premier League,17,2008,0.2,0,0,0,0,0,0,1,0,0,0
1626,Brad Mantsounga,cg CGO,DF,DF,Nice,fr Ligue 1,17,2007,1,0,0,0,0,2,0,0,0,3,0
1627,Johan Manzambi,ch SUI,MF,MF,Freiburg,de Bundesliga,19,2005,23.1,4,2,0,22,78,2,35,27,14,0
1628,Sekou Mara,fr FRA,FW,FW,Auxerre,fr Ligue 1,23,2002,13.6,0,0,0,27,27,2,0,3,7,0
1629,Alessandro Marcandalli,it ITA,DF,DF,Genoa,it Serie A,22,2002,28.9,4,0,0,23,11,0,10,18,24,0
1630,Marcão,br BRA,DF,DF,Sevilla,es La Liga,29,1996,10.4,5,1,1,22,21,1,1,4,4,0
1631,Solly March,eng ENG,MF,MF,Brighton,eng Premier League,31,1994,0.5,0,0,0,0,1,0,4,0,2,0
1632,Vincent Marchetti,fr FRA,MF,MF,Paris FC,fr Ligue 1,28,1997,9.2,1,0,0,12,4,1,1,5,13,0
1633,Pablo Marí,es ESP,DF,DF,Fiorentina,it Serie A,31,1993,9,3,0,0,17,8,0,0,19,8,0
1634,José María Giménez,uy URU,DF,DF,Atlético Madrid,es La Liga,30,1995,13.1,3,0,0,20,10,1,0,15,12,0
1635,Mariano,do DOM,FW,FW,Alavés,es La Liga,31,1993,3.2,1,0,0,13,0,6,3,0,1,0
1636,Luca Marianucci,it ITA,DF,DF,Torino,it Serie A,21,2004,6.4,2,0,0,9,3,0,7,8,5,0
1637,Luca Marianucci,it ITA,DF,DF,Napoli,it Serie A,21,2004,1.3,0,0,0,2,0,0,2,1,2,0
1638,Arkaitz Mariezkurrena,es ESP,FW,FW,Real Sociedad,es La Liga,20,2005,0,0,0,0,2,0,0,0,0,0,0
1639,Marius Marin,ro ROU,MF,MF,Pisa,it Serie A,26,1998,14.2,7,0,0,36,20,0,18,14,26,0
1640,Pablo Marín,es ESP,MF,MF,Real Sociedad,es La Liga,22,2003,16.7,2,0,0,22,23,5,17,9,18,0
1641,Rafa Marín,es ESP,DF,DF,Villarreal,es La Liga,23,2002,22,1,0,0,16,8,3,0,20,22,1
1642,Renato Marin,it ITA,GK,GK,PSG,fr Ligue 1,19,2006,2,0,0,0,0,1,0,0,0,0,0
